,ZNF90,ZNF534,H3K9me3,KAP1,SMAD1,OCT4,TCF4,SOX2,FOXP1,FOXA1,KLF4,NANOG,MED1,H3K27ac,H3K4me1,H3K4me3,Chimeric Transcript,GRO-seq,RNA-seq
chr12_18195661_18203727_5214_KAP1_EncodeTxn_7up_phylo____chr12_18195661-18196158____1-446,,,11,12,,,,,,,,,,,,,,,
chr16_9670530_9677301_2327_ZNF534_KAP1_k4me3_enh_NANOG_44108_wanghigh_GRO1of7_C_7up_phylo_-__chr16_9676822-9677301_-__1-448,,10,,12,,,,,,,,2,,4,,6,,8,9
chr3_46557050_46557496_h3k27ac_weakenh_SOLO_NANOG_7up_phylo____chr3_46557050-46557496____1-445,,,,,,,,,,,,2,,4,5,,,,
chr14_82760153_82760600_EncodeRepressed_SOLO_KLF4_NANOG_C_7up_phylo_-__chr14_82760153-82760600_-__1-447,,,,,,,,,,,19,2,,,,,,,
chr1_173448417_173448865_enh_SOLO_NANOG_C_7up_phylo_-__chr1_173448417-173448865_-__1-448,,,,,,,,,,,,2,,4,,,,,
chr5_80185505_80185953_h3k27ac_enh_SOLO_NANOG_44108_SMAD11_TCF4_C_7up_phylo_-__chr5_80185505-80185953_-__1-447,,,,,13,,15,,,,,2,,4,,,,,
chrY_15692217_15692720_SOLO_NANOG_C_7up_phylo_-__chrY_15692217-15692720_-__1-498,,,,,,,,,,,,2,,4,,,,,
chr6_87861862_87862361_EncodeRepressed_SOLO_NANOG_C_7up_phylo_-__chr6_87861862-87862361_-__1-447,,,,,,,,,,,,2,,4,5,,,,
chrY_19411964_19427738_4759_1_k27ac_NANOG_GRO3of7_7up_phylo____chrY_19411964-19412464____1-499,,,,,,,,,,,,2,,4,,,,,
chr12_123104300_123104799_h3k27ac_weakenh_SOLO_FOXP1_KLF4_NANOG_44108_7up_phylo____chr12_123104300-123104799____1-448,,,,,,,,,17,,19,2,,4,5,,,,
chr18_42743802_42744300_h3k27ac_enh_SOLO_NANOG_44108_SMAD11_SOX2_TCF4_7up_phylo____chr18_42743802-42744300____1-447,,,,,13,,15,16,,,,2,,4,5,,,,
chr19_20059608_20060058_EncodeTxn_SOLO_NANOG_7up_phylo____chr19_20059608-20060058____1-448,,,,,,,,,,,,2,,4,,,,,
chr8_43116803_43117302_EncodeTxn_SOLO_NANOG_C_7up_phylo_-__chr8_43116803-43117302_-__1-498,,,11,,,,,,,,,2,,,,,,,
chr16_47167257_47167745_h3k27ac_EncodeTxn_SOLO_NANOG_SOX2_7up_phylo____chr16_47167257-47167745____1-488,,,,,,,,16,,,,2,,4,,,,,
chr7_32514434_32514933_h3k27ac_EncodeTxn_SOLO_NANOG_7up_phylo____chr7_32514434-32514933____1-499,,,,,,,,,,,,2,,4,,,,,
chr4_134914245_134914710_EncodeTxn_SOLO_NANOG_7up_phylo____chr4_134914245-134914710____1-434,,,,,,,,,,,,2,,4,5,,,,
chr9_12440912_12441412_h3k27ac_EncodeTxn_SOLO_NANOG_44108_SOX2_C_7up_phylo_-__chr9_12440912-12441412_-__1-468,,,,,,,,16,,,,2,,4,,,,,
chr10_21751374_21751765_h3k27ac_enh_SOLO_NANOG_44108_SMAD11_C_7up_phylo_-__chr10_21751374-21751765_-__1-389,,,,,13,,,,,,,2,,4,5,,,,
chr18_42552441_42558142_2717_1_EncodeTxn_NANOG_GRO4of7_C_7up_phylo_-__chr18_42557693-42558142_-__1-448,,,,,,,,,,,,2,,,,,,,
chr11_122546527_122555602_5651_ZNF534_ZNF90_KAP1_EncodeRepressed_GRO3of7_7up_phylo____chr11_122546527-122547025____1-467,1,10,11,12,,,,,,,,,,,,,,,
chrX_89191522_89191969_EncodeTxn_SOLO_NANOG_7up_phylo____chrX_89191522-89191969____1-447,,,,,,,,,,,,2,,,,,,,
chr3_71925473_71925971_h3k27ac_weakenh_SOLO_KLF4_NANOG_44108_SOX2_7up_phylo____chr3_71925473-71925971____1-466,,,,,,,,16,,,19,2,,4,,,,,
chr5_116945628_116946177_h3k27ac_weakenh_SOLO_KLF4_NANOG_44108_SOX2_C_7up_phylo_-__chr5_116945628-116946177_-__1-447,,,,,,,,16,,,19,2,,4,5,,,,
chr1_203005442_203005876_h3k27ac_TSS_SOLO_NANOG_C_7up_phylo_-__chr1_203005442-203005876_-__1-434,,,,,,,,,,,,2,,4,5,,,,
chr8_108309757_108310205_h3k27ac_weakenh_SOLO_KLF4_NANOG_C_7up_phylo_-__chr8_108309757-108310205_-__1-448,,,,,,,,,,,19,2,,4,,,,,
chr15_93278373_93278821_EncodeRepressed_SOLO_NANOG_C_7up_phylo_-__chr15_93278373-93278821_-__1-448,,,,,,,,,,,,2,,,5,,,,
chr11_121637351_121643560_3134_ZNF534_k4me3_weakenh_KLF4_NANOG_GRO1of7_C_proto7y_-__chr11_121643110-121643560_-__1-450,,10,,,,,,,,,19,2,,4,5,6,,8,
chr21_17121441_17127757_4390_ZNF534_ZNF90_KAP1_EncodeRepressed_NANOG_7up_phylo____chr21_17121441-17121891____1-448,1,10,11,12,,,,,,,,2,,4,,6,,,
chr13_80183511_80189979_2780_ZNF534_ZNF90_KAP1_k27ac_EncodeTxn_NANOG_7up_phylo____chr13_80183511-80183959____1-448,1,10,,12,,,,,,,,2,,4,,,,,
chr5_77491011_77491450_h3k4me3_TSS_SOLO_7up_phylo____chr5_77491011-77491450____1-438,,,,,,,,,,,,,,4,,6,,,
chr1_229412418-229418665_3302_ZNF534_GRO2of7__chr1_229412418-229412815____1-394,,10,,,,,,,,,,,,,,,,,
chrX_109178345_109184158_4538_ZNF534_KAP1_EncodeTxn_7up_phylo____chrX_109178345-109178792____1-447,,10,,12,,,,,,,,,,,,6,,,
chrY_15510075_15510519_SOLO_NANOG_SMAD11_TCF4_C_7up_phylo_-__chrY_15510075-15510519_-__1-444,,,,,13,,15,,,,,2,,4,,,,,
chr18_51470189_51470638_EncodeTxn_SOLO_NANOG_C_7up_phylo_-__chr18_51470189-51470638_-__1-444,,,,,,,,,,,,2,,,,,,,
chr9_31326307_31334697_4429_ZNF534_KAP1_k27ac_EncodeTxn_wangmod_GRO3of7_7up_phylo____chr9_31326307-31326754____1-447,,10,,12,,,,,,,,,,,,,,,
chr3_100263006_100263453_h3k4me3_weakenh_SOLO_KLF4_NANOG_C_7up_phylo_-__chr3_100263006-100263453_-__1-437,,,,,,,,,,,19,2,,4,,,,,
chrX_1081978_1082419_EncodeRepressed_SOLO_NANOG_7up_phylo____chrX_1081978-1082419____1-441,,,,,,,,,,,,2,,4,,,,,
chrY_1081978_1082419_SOLO_7up_phylo____chrY_1081978-1082419____1-441,,,,,,,,,,,,,,4,,,,,
chr3_46244372_46244820_EncodeTxn_SOLO_NANOG_C_7up_phylo_-__chr3_46244372-46244820_-__1-446,,,,,,,,,,,,2,,,,,,,
chr6_130711844_130712292_weakenh_SOLO_NANOG_7up_phylo____chr6_130711844-130712292____1-448,,,,,,,,,,,,2,,4,5,,,,
chr7_125258828_125259326_h3k4me3_weakenh_SOLO_NANOG_7up_phylo____chr7_125258828-125259326____1-467,,,,,,,,,,,,2,,4,5,,,,
chrY_15799724_15800172_SOLO_NANOG_C_7up_phylo_-__chrY_15799724-15800172_-__1-447,,,,,,,,,,,,2,,4,,,,,
chr1_237541577_237542025_h3k27ac_EncodeRepressed_SOLO_NANOG_C_7up_phylo_-__chr1_237541577-237542025_-__1-448,,,,,,,,,,,,2,,4,,,,,
chr3_68418143_68418647_SOLO_NANOG_C_7up_phylo_-__chr3_68418143-68418647_-__1-467,,,,,,,,,,,,2,,,,,,,
chr13_36324687_36325130_h3k27ac_weakenh_SOLO_NANOG_C_7up_phylo_-__chr13_36324687-36325130_-__1-442,,,,,,,,,,,,2,,4,5,,,,
chr4_14169948_14175976_3482_1_k4me3_EncodeTxn_KLF4_NANOG_44108_SMAD11_TCF4_FOXA1_7up_C_7up_phylo_-__chr4_14175526-14175976_-__1-449,,,,,13,,15,,,18,19,2,,4,5,,,,
chr11_68622705_68632796_3949_ZNF534_ZNF90_KAP1_EncodeTxn_7up_phylo____chr11_68622705-68623198____1-493,1,10,11,12,,,,,,,,,,,,,,,
chr10_101201003_101201451_EncodeTxn_SOLO_C_7up_phylo_-__chr10_101201003-101201451_-__1-447,,,,,,,,,,,,,,,,,,,
chr5_97398953_97399401_h3k27ac_EncodeTxn_SOLO_NANOG_C_7up_phylo_-__chr5_97398953-97399401_-__1-448,,,,,,,,,,,,2,,4,,,,,
chrX_12310027_12310475_EncodeTxn_SOLO_NANOG_44108_C_7up_phylo_-__chrX_12310027-12310475_-__1-447,,,,,,,,,,,,2,,4,,,,,
chr5_3788374_3788823_TSSflanking_SOLO_NANOG_44108_C_7up_phylo_-__chr5_3788374-3788823_-__1-448,,,,,,,,,,,,2,,4,,,,,
chr18_27232260_27232705_weakenh_SOLO_NANOG_7up_phylo____chr18_27232260-27232705____1-443,,,,,,,,,,,,2,,4,5,,,,
chr12_106141882_106142344_weakenh_SOLO_NANOG_C_7up_phylo_-__chr12_106141882-106142344_-__1-448,,,,,,,,,,,,2,,4,5,,,,
chr3_16744186_16750064_4545_ZNF534_KAP1_EncodeTxn_NANOG_TCF4_GRO4of7_7up_phylo____chr3_16744186-16744680____1-443,,10,11,12,,,15,,,,,2,,,,,,,
chr13_56109982_56110429_h3k27ac_EncodeTxn_SOLO_NANOG_7up_phylo____chr13_56109982-56110429____1-446,,,,,,,,,,,,2,,4,5,,,,
chr5_116867434_116868086_h3k27ac_enh_SOLO_NANOG_SMAD11_C_proto7y_-__chr5_116867434-116868086_-__1-446,,,,,13,,,,,,,2,,4,,,,,
chr3_38070496_38076739_2846_ZNF534_ZNF90_KAP1_EncodeRepressed_FOXP1_KLF4_NANOG_7up_GRO4of7_C_7up_phylo_-__chr3_38076290-38076739_-__1-449,1,10,11,12,,,,,17,,19,2,,4,,6,,,
chr11_63529319_63529768_h3k27ac_TSS_SOLO_NANOG_44108_C_7up_phylo_-__chr11_63529319-63529768_-__1-448,,,,,,,,,,,,2,,4,5,,,,
chr10_90807289-90812809_3579_ZNF534_ZNF90_KAP1_EncodeTxn_GRO2of7__chr10_90807289-90807737____1-397,1,10,11,12,,,,,,,,,,4,5,6,,,
chr10_90812810_90813258_EncodeTxn_SOLO_NANOG_44108_SMAD11_SOX2_TCF4_proto7y____chr10_90812810-90813258____1-397,,,,,13,,15,16,,,,2,,4,,6,,,
chr20_32787739_32788208_EncodeTxn_SOLO_NANOG_C_7up_phylo_-__chr20_32787739-32788208_-__1-449,,,,,,,,,,,,2,,4,,6,,,
chr2_227444484_227444932_EncodeRepressed_SOLO_NANOG_C_7up_phylo_-__chr2_227444484-227444932_-__1-448,,,,,,,,,,,,2,,4,,,,,
chr3_112399751_112400198_h3k27ac_enh_SOLO_NANOG_7up_phylo____chr3_112399751-112400198____1-447,,,,,,,,,,,,2,,4,,,,,
chr3_175827485_175836221_5203_ZNF534_EncodeRepressed_NANOG_GRO3of7_7up_phylo____chr3_175827485-175827934____1-448,,10,,,,,,,,,,2,,,,,,,
chr4_81420796_81421243_EncodeTxn_SOLO_NANOG_7up_phylo____chr4_81420796-81421243____1-447,,,,,,,,,,,,2,,4,,,,,
chr1_65643207_65648034_3480_ZNF534_ZNF90_KAP1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_C_proto7y_-__chr1_65647603-65648034_-__1-431,1,10,11,12,,,,,,,,,,,,,,,
chr3_124752578-124758183_3428_ZNF534_k4me3_EncodeTxn_KLF4_GRO2of7__chr3_124757755-124758183_-__1-426,,10,,,,,,,,,19,,,4,5,,,,
chr6_6027810_6033600_3360_ZNF534_EncodeRepressed_KLF4_wanghigh_chimeric_GRO5of7_GRO6of7_GRO7of7_C_proto7y_-__chr6_6033187-6033600_-__1-413,,10,,,,,,,,,19,,,4,,6,7,,9
chr4_132492030_132492460_h3k27ac_enh_SOLO_proto7y____chr4_132492030-132492460____1-429,,,,,,,,,,,,,,4,,,,,
chr1_37213390_37213816_h3k27ac_EncodeRepressed_SOLO_C_proto7y_-__chr1_37213390-37213816_-__1-426,,,11,,,,,,,,,,,4,,,,,
chr16_60085447_60085879_h3k27ac_EncodeTxn_SOLO_KLF4_C_proto7y_-__chr16_60085447-60085879_-__1-431,,,,,,,,,,,19,,,,,,,,
chr5_117046415_117052246_3142_ZNF534_k4me3_EncodeRepressed_GRO3of7_C_proto7y_-__chr5_117051815-117052246_-__1-431,,10,,,,,,,,,,,,,,6,,,
chr2_16791945_16797703_4656_ZNF534_EncodeRepressed_KLF4_GRO4of7_C_proto7y_-__chr2_16797272-16797703_-__1-431,,10,,,,,,,,,19,,,,,6,,,
chr1_68386004_68391992_3424_ZNF534_ZNF90_KAP1_EncodeTxn_KLF4_GRO5of7_GRO6of7_GRO7of7_proto7y____chr1_68386004-68386437____1-431,1,10,11,12,,,,,,,19,,,,,,,,
chr8_99943695_99949609_3518_ZNF534_ZNF90_KAP1_EncodeRepressed_FOXP1_KLF4_proto7y____chr8_99943695-99944123____1-428,1,10,11,12,,,,,17,,19,,,4,,6,,,
chr19_39493404_39493821_SOLO_proto7y____chr19_39493404-39493821____1-416,,,,,,,,,,,,,,4,,,,,
chr1_233688773_233689204_EncodeTxn_SOLO_KLF4_C_proto7y_-__chr1_233688773-233689204_-__1-431,,,,,,,,,,,19,,,,,,,,
chr8_135767191_135773012_3585_ZNF534_KAP1_EncodeRepressed_KLF4_C_proto7y_-__chr8_135772580-135773012_-__1-431,,10,11,12,,,,,,,19,,,,,,,,
chr9_104870665_104871097_weakenh_SOLO_KLF4_C_proto7y_-__chr9_104870665-104871097_-__1-431,,,,,,,,,,,19,,,,,,,,
chr2_80875799_80880161_4311_ZNF534_k4me3_EncodeRepressed_KLF4_GRO3of7_C_proto7y_-__chr2_80879796-80880161_-__1-365,,10,,,,,,,,,19,,,,,6,,,
chr4_135167435_135173118_3494_ZNF534_ZNF90_KAP1_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_proto7y_-__chr4_135172689-135173118_-__1-429,1,10,,12,,,,,,,,,,,,,,,
chr5_100984292_100990224_3319_ZNF534_ZNF90_KAP1_EncodeRepressed_KLF4_GRO5of7_GRO6of7_GRO7of7_C_proto7y_-__chr5_100989793-100990224_-__1-431,1,10,,12,,,,,,,19,,,,,,,,
chr1_230601216_230609094_4759_ZNF534_ZNF90_KAP1_weakenh_KLF4_proto7y____chr1_230601216-230601646____1-430,1,10,11,12,,,,,,,19,,,4,,6,,,
chr3_81747553_81747984_h3k27ac_EncodeRepressed_SOLO_proto7y____chr3_81747553-81747984____1-431,,,,,,,,,,,,,,4,,,,,
chr13_66141332_66147036_3391_ZNF534_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_C_proto7y_-__chr13_66146607-66147036_-__1-429,,10,,,,,,,,,,,,,,,,,
chr9_61841391_61844246_1498_1_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr9_61843856-61844246_-__1-390,,,,,,,,,,,,,,,,,,,
chr21_9847516_9850363_1498_1_GRO5of7_GRO6of7_GRO7of7_7old____chr21_9847516-9847905____1-389,,,,,,,,,,,,,,,,,,,
chr9_41631249_41634104_1487_1_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr9_41633714-41634104_-__1-390,,,11,,,,,,,,,,,,,,,,
chr9_67736588_67739443_1504_1_GRO5of7_GRO6of7_GRO7of7_7old____chr9_67736588-67736978____1-390,,,,,,,,,,,,,,,,,,,
chr4_131665993_131668842_1489_1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_7old____chr4_131665993-131666383____1-390,,,,,,,,,,,,,,,,,,,
chrX_65129300-65135094_2996_1_EncodeRepressed_GRO2of7__chrX_65134713-65135094_-__1-381,,,,,,,,,,,,,,,,,,,
chr7_43202709_43203099_EncodeTxn_SOLO_proto7bc____chr7_43202709-43203099____1-390,,,,,,,,,,,,,,,,,,,
chr2_106015415_106015866_h3k27ac_EncodeRepressed_SOLO_7int____chr2_106015415-106015866____1-448,,,,,,,,,,,,,,,,,,,
chr16_74663_75026_weakenh_SOLO_proto7bc____chr16_74663-75026____1-359,,,,,,,,,,,,,,4,5,,,,
chr2_49277627_49277988_EncodeRepressed_SOLO_proto7bc____chr2_49277627-49277988____1-361,,,,,,,,,,,,,,,,,,,
chr19_23026429_23032231_1417_1_EncodeRepressed_C_proto7bc_-__chr19_23031841-23032231_-__1-390,,,11,,,,,,,,,,,,,,,,
chr7_17414063_17420763_2366_1_EncodeRepressed_GRO4of7_proto7bc____chr7_17414063-17414497____1-390,,,,,,,,,,,,,,,,,,,
chr4_97141294_97141656_weakenh_SOLO_NANOG_44108_SOX2_TCF4_C_proto7bc_-__chr4_97141294-97141656_-__1-362,,,,,,,15,16,,,,2,,4,,,,,
chr1_96623317_96623706_EncodeTxn_SOLO_C_proto7bc_-__chr1_96623317-96623706_-__1-387,,,,,,,,,,,,,,,,,,,
chr18_30612756_30613127_h3k27ac_enh_SOLO_proto7bc____chr18_30612756-30613127____1-371,,,,,,,,,,,,,,4,,,,,
chr7_152884633_152885000_weakenh_SOLO_proto7bc____chr7_152884633-152885000____1-367,,,,,,,,,,,,,,4,,,,,
chr21_41244264_41244723_EncodeTxn_SOLO_C_7int_-__chr21_41244264-41244723_-__1-446,,,,,,,,,,,,,,,,,,,
chr7_51868272_51868662_EncodeRepressed_SOLO_proto7bc____chr7_51868272-51868662____1-390,,,,,,,,,,,,,,,,,,,
chr4_179403518_179409294_1720_KAP1_EncodeTxn_proto7bc____chr4_179403518-179403883____1-365,,,,12,,,,,,,,,,,,,,,
chr14_102239957_102245769_2377_1_EncodeTxn_proto7bc____chr14_102239957-102240323____1-364,,,,,,,,,,,,,,,,,,,
chrX_43623115_43623542_EncodeRepressed_SOLO_proto7bc____chrX_43623115-43623542____1-426,,,,,,,,,,,,,,4,,,,,
chr14_95968233_95968645_h3k27ac_EncodeTxn_SOLO_NANOG_proto7bc____chr14_95968233-95968645____1-411,,,,,,,,,,,,2,,4,,,,,
chr4_163103887_163104322_EncodeTxn_SOLO_KLF4_C_proto7bc_-__chr4_163103887-163104322_-__1-390,,,,,,,,,,,19,,,,,,,,
chrX_8356064_8356497_h3k27ac_EncodeTxn_SOLO_C_proto7bc_-__chrX_8356064-8356497_-__1-433,,,,,,,,,,,,,,4,,,,,
chr1_233472809_233473242_EncodeTxn_SOLO_C_proto7bc_-__chr1_233472809-233473242_-__1-433,,,11,,,,,,,,,,,4,,,,,
chr15_33589896_33590328_EncodeTxn_SOLO_C_proto7bc_-__chr15_33589896-33590328_-__1-432,,,,,,,,,,,,,,,,,,,
chr1_180921023_180921412_EncodeRepressed_SOLO_C_proto7bc_-__chr1_180921023-180921412_-__1-387,,,,,,,,,,,,,,,,,,,
chr4_91268547_91268957_h3k27ac_enh_SOLO_C_proto7bc_-__chr4_91268547-91268957_-__1-409,,,,,,,,,,,,,,4,,,,,
chr4_33747450_33747884_EncodeRepressed_SOLO_C_proto7bc_-__chr4_33747450-33747884_-__1-434,,,,,,,,,,,,,,,,,,,
chr4_169919754_169920188_h3k27ac_enh_SOLO_KLF4_NANOG_44108_proto7bc____chr4_169919754-169920188____1-434,,,,,,,,,,,19,2,,4,,,,,
chr1_1470859_1471236_h3k4me3_TSS_SOLO_proto7bc____chr1_1470859-1471236____1-375,,,,,,,,,,,,,,4,,6,,,
chr2_20082562_20088123_2748_ZNF534_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_proto7bc____chr2_20082562-20082996____1-433,,10,,,,,,,,,,,,,,6,,,
chr7_77339937_77345880_2355_ZNF90_KAP1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_proto7bc____chr7_77339937-77340369____1-428,1,,11,12,,,,,,,,,,,,,,,
chrX_45400995_45401431_h3k27ac_enh_SOLO_NANOG_44108_C_proto7bc_-__chrX_45400995-45401431_-__1-433,,,,,,,,,,,,2,,4,,,,,
chr1_48500554_48500987_h3k27ac_weakenh_SOLO_proto7bc____chr1_48500554-48500987____1-430,,,,,,,,,,,,,,4,5,,,,
chr2_113102528_113102959_EncodeTxn_SOLO_C_proto7bc_-__chr2_113102528-113102959_-__1-431,,,,,,,,,,,,,,,,,,,
chr4_83235408_83235838_EncodeRepressed_SOLO_proto7bc____chr4_83235408-83235838____1-386,,,,,,,,,,,,,,,,,,,
chr12_76291720-76297783_3760_KAP1_EncodeRepressed_GRO2of7__chr12_76291720-76292127____1-407,,,,12,,,,,,,,,,,,,,,
chr16_59613175_59613565_weakenh_SOLO_NANOG_proto7bc____chr16_59613175-59613565____1-389,,,,,,,,,,,,2,,4,,,,,
chr3_185786306_185786737_h3k27ac_TSS_SOLO_NANOG_44108_SMAD11_proto7bc____chr3_185786306-185786737____1-431,,,,,13,,,,,,,2,,4,5,,,,
chrX_28507462_28507894_h3k4me3_EncodeTxn_SOLO_KLF4_NANOG_44108_C_proto7bc_-__chrX_28507462-28507894_-__1-432,,,,,,,,,,,19,2,,4,5,,,,
chr9_87408069_87408472_h3k27ac_enh_SOLO_SMAD11_C_proto7bc_-__chr9_87408069-87408472_-__1-403,,,,,13,,,,,,,,,4,5,,,,
chr7_92479193_92485274_3951_1_EncodeTxn_GRO3of7_C_proto7bc_-__chr7_92484841-92485274_-__1-387,,,,,,,,,,,,,,,,,,,
chr16_48336421_48336854_EncodeTxn_SOLO_C_proto7bc_-__chr16_48336421-48336854_-__1-433,,,,,,,,,,,,,,,5,,,,
chr13_48001786_48002189_h3k4me3_TSS_SOLO_KLF4_C_proto7bc_-__chr13_48001786-48002189_-__1-402,,,,,,,,,,,19,,,4,,6,,,
chr6_39131513_39136520_1447_1_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_proto7bc_-__chr6_39136074-39136520_-__1-430,,,,,,,,,,,,,,,,,,,
chrX_32538158_32538590_EncodeRepressed_SOLO_proto7bc____chrX_32538158-32538590____1-432,,,,,,,,,,,,,,,,,,,
chr2_78758203_78764267_2386_KAP1_weakenh_GRO3of7_proto7bc____chr2_78758203-78758579____1-366,,,,12,,,,,,,,,,4,,,,,
chr8_58465588_58466022_h3k27ac_EncodeRepressed_SOLO_proto7bc____chr8_58465588-58466022____1-434,,,,,,,,,,,,,,,,,,,
chr12_31807215_31807647_EncodeRepressed_SOLO_proto7bc____chr12_31807215-31807647____1-432,,,,,,,,,,,,,,,,,,,
chr10_105727637_105733785_2329_ZNF534_k27ac_GRO5of7_GRO6of7_GRO7of7_proto7bc____chr10_105727637-105728004____1-366,,10,,,,,,,,,,,,4,,,,,
chr6_67867628_67874456_1578_KAP1_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_proto7bc_-__chr6_67874009-67874456_-__1-433,,,,12,,,,,,,,,,,,,,,
chr6_63961194_63961665_EncodeRepressed_SOLO_7old____chr6_63961194-63961665____1-369,,,,,,,,,,,,,,,,,,,
chr3_98256003_98256389_weakenh_SOLO_C_7old_-__chr3_98256003-98256389_-__1-385,,,,,,,,,,,,,,4,5,,,,
chr14_20494772_20495138_h3k27ac_weakenh_SOLO_C_7old_-__chr14_20494772-20495138_-__1-363,,,,,,,,,,,,,,,,,,,
chr5_76789188_76789562_SOLO_C_7old_-__chr5_76789188-76789562_-__1-363,,,11,,,,,,,,,,,,,,,,
chr9_98274907_98275303_h3k27ac_EncodeTxn_SOLO_C_7old_-__chr9_98274907-98275303_-__1-396,,,,,,,,,,,,,,4,,,,,
chr5_126684817_126685239_h3k27ac_weakenh_SOLO_NANOG_7old____chr5_126684817-126685239____1-421,,,,,,,,,,,,2,,4,,,,,
chrX_30193877_30194266_EncodeRepressed_SOLO_7old____chrX_30193877-30194266____1-380,,,,,,,,,,,,,,,,,,,
chr15_82702377_82708400_2785_ZNF534_EncodeTxn_7old____chr15_82702377-82702774____1-397,,10,,,,,,,,,,,,,,,,,
chr6_86458455_86458852_EncodeTxn_SOLO_7old____chr6_86458455-86458852____1-395,,,,,,,,,,,,,,,,,,,
chr16_19893211_19893617_EncodeTxn_SOLO_C_proto7bc_-__chr16_19893211-19893617_-__1-406,,,,,,,,,,,,,,,,,,,
chr11_333767_334167_TSS_SOLO_NANOG_44108_C_7old_-__chr11_333767-334167_-__1-397,,,,,,,,,,,,2,,4,,,,,
chr8_93878357_93878720_EncodeRepressed_SOLO_C_7old_-__chr8_93878357-93878720_-__1-363,,,,,,,,,,,,,,,,,,,
chr1_115509141_115515447_2564_1_EncodeTxn_GRO4of7_C_7old_-__chr1_115515029-115515447_-__1-363,,,,,,,,,,,,,,,,,,,
chr3_168833139_168833877_EncodeTxn_SOLO_C_7old_-__chr3_168833506-168833877_-__1-316,,,11,,,,,,,,,,,,,,,,
chrY_12534185_12534551_SOLO_proto7bc____chrY_12534185-12534551____1-364,,,,,,,,,,,,,,,,,,,
chr20_59472852_59473252_EncodeTxn_SOLO_C_7old_-__chr20_59472852-59473252_-__1-364,,,11,,,,,,,,,,,,,,,,
chr2_116520794_116521170_EncodeRepressed_SOLO_7old____chr2_116520794-116521170____1-365,,,,,,,,,,,,,,,,,,,
chr4_179727664_179728101_h3k27ac_EncodeTxn_SOLO_7old____chr4_179727664-179728101____1-385,,,,,,,,,,,,,,4,,,,,
chr14_25425572_25430929_2340_1_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr14_25430540-25430929_-__1-362,,,,,,,,,,,,,,,,,,,
chrY_12368822_12369229_SOLO_C_7old_-__chrY_12368822-12369229_-__1-398,,,,,,,,,,,,,,4,,,,,
chr5_104039751_104040201_EncodeTxn_SOLO_C_7old_-__chr5_104039751-104040201_-__1-398,,,,,,,,,,,,,,,,,,,
chrX_25577351_25577738_EncodeRepressed_SOLO_7old____chrX_25577351-25577738____1-364,,,,,,,,,,,,,,,,,,,
chr4_91045790_91046151_EncodeRepressed_SOLO_C_7old_-__chr4_91045790-91046151_-__1-361,,,,,,,,,,,,,,,,,,,
chr15_55417735_55418106_enh_SOLO_C_7old_-__chr15_55417735-55418106_-__1-348,,,,,,,,,,,,,,4,,,,,
chr20_43382369_43382800_EncodeRepressed_SOLO_7old____chr20_43382369-43382800____1-385,,,,,,,,,,,,,,,,,,,
chr1_163591309-163596529_2697_ZNF534_KAP1_EncodeTxn_GRO2of7__chr1_163591309-163591705____1-396,,10,,12,,,,,,,,,,4,5,,,,
chrX_7110567_7111001_h3k27ac_EncodeRepressed_SOLO_C_7old_-__chrX_7110567-7111001_-__1-362,,,,,,,,,,,,,,,,,,,
chr20_1727239_1733570_1901_1_EncodeTxn_GRO5of7_GRO6of7_GRO7of7_C_proto7bc_-__chr20_1733138-1733570_-__1-432,,,,,,,,,,,,,,,,,,,
chrX_86537781_86538147_EncodeRepressed_SOLO_7old____chrX_86537781-86538147____1-366,,,,,,,,,,,,,,,,,,,
chr2_77897247_77897636_h3k27ac_EncodeRepressed_SOLO_7old____chr2_77897247-77897636____1-389,,,,,,,,,,,,,,,,,,,
chr21_29750841_29751229_EncodeRepressed_SOLO_C_7old_-__chr21_29750841-29751229_-__1-388,,,,,,,,,,,,,,,,,,,
chr2_224087354_224093515_2787_ZNF534_EncodeRepressed_C_7old_-__chr2_224093108-224093515_-__1-397,,10,,,,,,,,,,,,,,,,,
chr1_196215314_196215677_EncodeTxn_SOLO_C_7old_-__chr1_196215314-196215677_-__1-363,,,,,,,,,,,,,,,5,,,,
chr2_142489679_142495325_2737_ZNF534_EncodeRepressed_GRO5of7_GRO6of7_GRO7of7_C_7old_-__chr2_142494953-142495325_-__1-372,,10,,,,,,,,,,,,,,,,,
chr2_84220940_84221336_EncodeRepressed_SOLO_C_7old_-__chr2_84220940-84221336_-__1-386,,,,,,,,,,,,,,,,,,,
